following,followers,actions,is_retweet,location,Type,urlsCount,hashtagsCount,mentionsCount,sentencesCount,charsCount,numbersToChars,wordsCount,hashtagsPercentage,urlsPercentage,mentionsPercentage
0.0,0.0,0.0,0.0,60,True,0,0,0,1,27,0,2,0.0,0.0,0.0
2651.0,2703.0,3775.0,1.0,579,False,1,0,0,1,96,0,10,0.0,0.09090909090909091,0.0
0.0,195000.0,0.0,0.0,1258,True,0,0,0,1,113,0,13,0.0,0.0,0.0
0.0,2580000.0,0.0,0.0,2892,True,0,0,0,1,30,0,0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1882,True,0,0,0,1,59,0,4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,1,0,0,1,116,0,10,0.0,0.09090909090909091,0.0
0.0,0.0,0.0,0.0,2694,True,0,0,0,2,131,0,10,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1112,True,0,0,0,1,30,0,3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,610,True,0,0,0,1,7,0,1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2415,True,1,1,1,3,39,0,3,0.25,0.25,0.25
0.0,0.0,2.0,0.0,1371,True,0,0,0,1,31,0,4,0.0,0.0,0.0
4779.0,1565.0,1173.0,0.0,229,False,1,0,0,1,64,0,8,0.0,0.1111111111111111,0.0
0.0,100.0,2028.0,1.0,2044,False,0,0,1,3,124,0,12,0.0,0.0,0.07692307692307693
8606.0,12299.0,22201.0,0.0,976,False,0,1,0,1,59,0,8,0.1111111111111111,0.0,0.0
0.0,0.0,4.0,0.0,1215,True,0,0,1,2,116,0,8,0.0,0.0,0.1111111111111111
547.0,471.0,4840.0,1.0,1103,False,0,0,0,2,117,0,14,0.0,0.0,0.0
10.0,4.0,1266.0,0.0,814,False,2,3,0,1,64,0,7,0.3,0.2222222222222222,0.0
0.0,1.0,4.0,0.0,1369,False,0,1,0,1,57,0,6,0.14285714285714285,0.0,0.0
739.0,801.0,5451.0,0.0,2588,False,1,0,0,1,40,0,5,0.0,0.16666666666666666,0.0
7121.0,16705.0,17951.0,0.0,1177,False,2,0,0,1,33,0,5,0.0,0.2857142857142857,0.0
6789.0,59612.0,49649.0,0.0,763,False,1,0,0,1,53,0,6,0.0,0.14285714285714285,0.0
5171.0,25363.0,42960.0,0.0,2829,False,1,1,0,1,36,0,5,0.16666666666666666,0.16666666666666666,0.0
3274.0,13160.0,15861.0,0.0,605,False,0,1,0,1,69,0,8,0.1111111111111111,0.0,0.0
0.0,0.0,0.0,1.0,1575,True,0,0,0,1,20,0,2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2600,True,1,0,0,2,15,0,1,0.0,0.5,0.0
7302.0,16504.0,2488.0,0.0,2017,False,2,2,0,1,16,0,1,0.6666666666666666,0.6666666666666666,0.0
997.0,1057.0,1790.0,1.0,1172,False,0,1,0,1,45,0,3,0.25,0.0,0.0
0.0,0.0,0.0,0.0,611,True,0,0,0,1,40,0,4,0.0,0.0,0.0
3135.0,2695.0,2330.0,1.0,2097,False,2,0,0,1,63,0,6,0.0,0.25,0.0
121.0,70.0,303.0,0.0,2596,False,0,2,0,1,31,0,4,0.3333333333333333,0.0,0.0
0.0,0.0,0.0,0.0,1120,True,0,1,1,1,54,0,4,0.2,0.0,0.2
0.0,0.0,45.0,0.0,873,True,1,1,0,3,59,0,5,0.16666666666666666,0.16666666666666666,0.0
12600.0,18300.0,0.0,0.0,1620,True,1,3,0,3,85,0,6,0.3333333333333333,0.14285714285714285,0.0
16200.0,23200.0,1457.0,0.0,1685,True,0,0,0,1,121,0,12,0.0,0.0,0.0
0.0,22200.0,20.0,0.0,12,True,0,0,0,1,89,0,8,0.0,0.0,0.0
13700.0,73900.0,316.0,0.0,508,True,1,0,0,1,102,0,11,0.0,0.08333333333333333,0.0
0.0,0.0,0.0,0.0,2047,True,0,0,0,1,12,0,1,0.0,0.0,0.0
4745.0,2287.0,722.0,0.0,552,False,1,0,0,1,75,0,11,0.0,0.08333333333333333,0.0
8228.0,11787.0,4757.0,0.0,1925,False,1,1,0,1,50,0,6,0.14285714285714285,0.14285714285714285,0.0
550.0,463.0,2539.0,1.0,16,False,1,1,1,1,59,0,5,0.16666666666666666,0.16666666666666666,0.16666666666666666
0.0,0.0,0.0,0.0,2892,True,1,0,0,3,36,0,4,0.0,0.2,0.0
13400.0,12871.0,10960.0,0.0,545,False,1,2,0,1,97,0,13,0.13333333333333333,0.07142857142857142,0.0
6498.0,7242.0,16920.0,0.0,2377,False,2,0,0,1,62,0,8,0.0,0.2,0.0
45.0,59.0,52.0,1.0,2302,False,1,0,0,2,57,0,5,0.0,0.16666666666666666,0.0
0.0,0.0,13.0,0.0,1333,True,1,2,2,1,59,0,4,0.3333333333333333,0.2,0.3333333333333333
0.0,190000.0,441.0,0.0,2892,True,1,0,0,2,83,0,6,0.0,0.14285714285714285,0.0
8090.0,16165.0,15149.0,0.0,1836,False,2,0,0,1,57,0,5,0.0,0.2857142857142857,0.0
0.0,1.0,875.0,0.0,1827,False,2,0,0,1,66,0,8,0.0,0.2,0.0
6634.0,16635.0,17664.0,0.0,1536,False,2,0,0,1,71,0,9,0.0,0.18181818181818182,0.0
0.0,0.0,0.0,0.0,361,True,0,0,1,3,86,0,10,0.0,0.0,0.09090909090909091
7560.0,16053.0,14449.0,0.0,163,False,2,0,0,1,57,0,7,0.0,0.2222222222222222,0.0
15000.0,23200.0,0.0,0.0,830,True,1,0,0,2,89,0,8,0.0,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,1001,True,0,0,0,1,52,0,6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,164,True,1,0,1,1,101,0,11,0.0,0.08333333333333333,0.08333333333333333
246.0,2539.0,156730.0,0.0,928,False,2,0,0,2,261,0,27,0.0,0.06896551724137931,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,2,85,0,9,0.0,0.0,0.0
0.0,0.0,23.0,0.0,2742,True,0,0,0,1,55,0,7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,2,1,1,95,0,8,0.2,0.0,0.1111111111111111
4288.0,4027.0,1421.0,0.0,301,False,1,1,0,1,81,0,10,0.09090909090909091,0.09090909090909091,0.0
0.0,0.0,0.0,1.0,1258,True,0,0,0,1,27,0,2,0.0,0.0,0.0
2970.0,2150.0,376.0,0.0,1925,False,2,0,0,1,90,0,9,0.0,0.18181818181818182,0.0
74.0,173.0,8976.0,1.0,412,False,0,1,0,1,47,0,5,0.16666666666666666,0.0,0.0
0.0,554000.0,0.0,0.0,1505,True,1,1,1,1,69,0,3,0.25,0.25,0.25
0.0,0.0,46.0,0.0,943,True,0,0,0,1,84,0,4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1073,True,1,0,1,1,102,0,13,0.0,0.07142857142857142,0.07142857142857142
0.0,1.0,69.0,0.0,2701,False,2,1,0,1,56,0,8,0.1111111111111111,0.2,0.0
0.0,0.0,2.0,0.0,855,True,1,0,2,2,86,0,8,0.0,0.1111111111111111,0.2
0.0,0.0,0.0,0.0,237,True,1,0,0,1,15,0,2,0.0,0.3333333333333333,0.0
0.0,745000.0,0.0,0.0,267,True,1,1,0,4,102,0,11,0.08333333333333333,0.08333333333333333,0.0
0.0,0.0,0.0,1.0,1651,True,0,1,0,1,64,0,6,0.14285714285714285,0.0,0.0
8989.0,16341.0,17179.0,0.0,2827,False,1,1,0,1,74,0,10,0.09090909090909091,0.09090909090909091,0.0
3055.0,2189.0,4264.0,1.0,1950,False,0,1,0,1,52,0,6,0.14285714285714285,0.0,0.0
8786.0,20021.0,23393.0,0.0,2448,False,2,0,0,1,52,0,7,0.0,0.2222222222222222,0.0
4665.0,2284.0,1624.0,0.0,1630,False,1,0,0,2,74,0,6,0.0,0.14285714285714285,0.0
0.0,206000.0,53.0,0.0,347,True,1,0,0,1,30,0,1,0.0,0.5,0.0
795.0,938.0,6188.0,0.0,2145,False,1,0,0,1,114,0,12,0.0,0.07692307692307693,0.0
10008.0,24989.0,37511.0,0.0,558,False,1,1,0,1,43,0,5,0.16666666666666666,0.16666666666666666,0.0
4307.0,3383.0,17309.0,0.0,79,False,1,0,0,1,70,0,8,0.0,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,73,0,7,0.0,0.0,0.0
0.0,14900.0,0.0,0.0,150,True,0,3,3,1,75,0,6,0.3333333333333333,0.0,0.3333333333333333
605.0,316.0,12137.0,1.0,2501,False,2,2,0,1,61,0,6,0.25,0.25,0.0
0.0,0.0,0.0,0.0,2892,True,1,1,0,1,106,0,10,0.09090909090909091,0.09090909090909091,0.0
0.0,0.0,0.0,0.0,1045,True,1,0,1,2,47,0,5,0.0,0.16666666666666666,0.16666666666666666
9294.0,8515.0,1132.0,0.0,618,False,0,0,0,4,212,0,20,0.0,0.0,0.0
1287.0,411.0,741.0,1.0,2458,False,2,0,0,1,33,0,4,0.0,0.3333333333333333,0.0
983.0,493.0,221.0,0.0,1527,False,1,0,0,1,56,0,6,0.0,0.14285714285714285,0.0
0.0,0.0,0.0,0.0,2795,True,1,0,0,1,69,0,7,0.0,0.125,0.0
806.0,739.0,1232.0,1.0,1303,False,1,1,0,1,104,0,12,0.07692307692307693,0.07692307692307693,0.0
9993.0,13660.0,7858.0,0.0,417,False,1,2,0,1,97,0,10,0.16666666666666666,0.09090909090909091,0.0
815.0,424.0,868.0,0.0,175,False,1,1,0,1,19,0,2,0.3333333333333333,0.3333333333333333,0.0
655.0,447.0,1004.0,1.0,2541,False,0,0,0,1,65,0,6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1190,True,0,0,0,1,26,0,4,0.0,0.0,0.0
4265.0,3013.0,28084.0,0.0,1651,False,2,0,0,1,75,0,8,0.0,0.2,0.0
0.0,0.0,0.0,0.0,904,True,0,0,0,1,39,0,1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,1,0,0,1,7,0,1,0.0,0.5,0.0
1.0,21.0,2593.0,0.0,1451,False,2,0,0,1,58,0,5,0.0,0.2857142857142857,0.0
0.0,0.0,21.0,0.0,1197,True,0,0,0,1,41,0,1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2759,True,0,0,1,1,17,0,3,0.0,0.0,0.25
1128.0,868.0,2259.0,1.0,18,False,2,0,1,2,69,0,10,0.0,0.16666666666666666,0.09090909090909091
0.0,0.0,0.0,0.0,1512,True,2,0,0,1,49,0,9,0.0,0.18181818181818182,0.0
0.0,0.0,0.0,0.0,2528,True,1,0,0,1,23,0,1,0.0,0.5,0.0
0.0,0.0,0.0,0.0,1041,True,0,1,1,2,106,0,8,0.1111111111111111,0.0,0.1111111111111111
0.0,0.0,0.0,0.0,982,True,1,0,0,2,77,0,8,0.0,0.1111111111111111,0.0
2950.0,462.0,1222.0,0.0,2842,False,2,2,0,1,73,0,10,0.16666666666666666,0.16666666666666666,0.0
0.0,236000.0,0.0,0.0,948,True,0,0,0,5,109,0,9,0.0,0.0,0.0
54.0,83.0,527.0,1.0,1513,False,1,2,1,1,13,0,1,0.6666666666666666,0.5,0.5
0.0,0.0,0.0,0.0,2892,True,1,0,1,1,33,0,3,0.0,0.25,0.25
802.0,447.0,951.0,1.0,727,False,1,1,3,1,49,0,6,0.14285714285714285,0.14285714285714285,0.3333333333333333
3321.0,561.0,181.0,0.0,94,False,0,3,0,2,97,0,8,0.2727272727272727,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,2,4,112,0,9,0.0,0.0,0.18181818181818182
6575.0,17114.0,39440.0,0.0,669,False,2,0,0,1,56,0,7,0.0,0.2222222222222222,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,43,0,0,0.0,0.0,0.0
1552.0,1624.0,2352.0,1.0,2854,False,0,0,0,2,138,0,11,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,1,0,0,1,107,0,7,0.0,0.125,0.0
0.0,198000.0,0.0,0.0,2163,True,0,0,0,2,97,0,9,0.0,0.0,0.0
606.0,368.0,13813.0,1.0,646,False,2,0,0,1,94,0,10,0.0,0.16666666666666666,0.0
1.0,17.0,1573.0,0.0,1769,False,2,0,0,1,72,0,7,0.0,0.2222222222222222,0.0
10358.0,11451.0,11044.0,0.0,2861,False,0,1,0,1,57,0,6,0.14285714285714285,0.0,0.0
0.0,0.0,7.0,0.0,2892,True,0,0,0,1,78,0,8,0.0,0.0,0.0
297000.0,105000000.0,0.0,0.0,2892,True,0,0,0,2,44,0,2,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1348,True,0,0,0,1,4,0,1,0.0,0.0,0.0
0.0,0.0,0.0,0.0,755,True,1,0,0,1,97,0,8,0.0,0.1111111111111111,0.0
248.0,2571.0,159953.0,1.0,881,False,1,0,0,4,207,0,19,0.0,0.05,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,52,0,6,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,1,1,1,110,0,10,0.09090909090909091,0.0,0.09090909090909091
0.0,0.0,35.0,0.0,2892,True,0,2,0,1,73,0,7,0.2222222222222222,0.0,0.0
570.0,873.0,3536.0,1.0,1252,False,1,1,0,0,1,0,0,1.0,1.0,0.0
1722.0,1616.0,8550.0,0.0,792,False,1,4,0,1,64,0,7,0.36363636363636365,0.125,0.0
0.0,4420000.0,68.0,0.0,1525,True,1,0,0,1,97,0,7,0.0,0.125,0.0
3881.0,11502.0,13330.0,0.0,1013,False,0,1,0,1,50,0,6,0.14285714285714285,0.0,0.0
1328.0,1908.0,6426.0,1.0,1695,False,1,2,0,1,66,0,9,0.18181818181818182,0.1,0.0
0.0,0.0,0.0,0.0,1711,True,1,0,0,1,53,0,5,0.0,0.16666666666666666,0.0
1754.0,561.0,1742.0,0.0,913,False,0,0,0,2,91,0,9,0.0,0.0,0.0
0.0,0.0,0.0,0.0,404,True,1,0,0,2,10,0,1,0.0,0.5,0.0
13934.0,12672.0,7744.0,0.0,809,False,0,1,0,2,53,0,6,0.14285714285714285,0.0,0.0
0.0,0.0,17.0,0.0,1740,True,0,0,0,1,46,0,5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,207,True,0,0,0,1,26,0,3,0.0,0.0,0.0
283.0,139.0,924.0,0.0,2888,False,0,1,0,1,37,0,3,0.25,0.0,0.0
0.0,0.0,321.0,0.0,30,True,0,0,0,1,41,0,1,0.0,0.0,0.0
0.0,636000.0,0.0,0.0,1438,True,1,1,0,2,96,0,6,0.14285714285714285,0.14285714285714285,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,16,0,2,0.0,0.0,0.0
0.0,0.0,0.0,0.0,254,True,0,0,0,1,85,0,6,0.0,0.0,0.0
4997.0,1327.0,530.0,0.0,30,False,1,0,0,1,49,0,6,0.0,0.14285714285714285,0.0
1981.0,1175.0,4283.0,0.0,1732,False,0,0,2,1,14,0,2,0.0,0.0,0.5
0.0,384000.0,933.0,0.0,1254,True,0,0,1,2,120,0,11,0.0,0.0,0.08333333333333333
4823.0,2692.0,4386.0,0.0,383,False,2,0,0,1,66,0,9,0.0,0.18181818181818182,0.0
98200.0,867000.0,0.0,0.0,555,True,0,0,0,1,69,0,5,0.0,0.0,0.0
12551.0,16741.0,6407.0,0.0,416,False,0,1,0,1,78,0,9,0.1,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,49,0,5,0.0,0.0,0.0
450.0,834.0,5770.0,1.0,1243,False,0,0,0,1,85,0,9,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,2,129,0,11,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2262,True,1,0,1,3,105,0,7,0.0,0.125,0.125
9239.0,8400.0,17180.0,0.0,1524,False,0,1,0,1,62,0,7,0.125,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,82,0,8,0.0,0.0,0.0
0.0,0.0,12.0,0.0,2892,True,0,0,0,1,84,0,8,0.0,0.0,0.0
684.0,771.0,5626.0,1.0,1950,False,2,0,0,1,37,0,4,0.0,0.3333333333333333,0.0
0.0,0.0,0.0,0.0,2892,True,1,0,0,1,26,0,2,0.0,0.3333333333333333,0.0
0.0,95100.0,46.0,0.0,2166,True,1,0,1,2,73,0,5,0.0,0.16666666666666666,0.16666666666666666
0.0,0.0,0.0,0.0,792,True,1,0,0,2,115,0,12,0.0,0.07692307692307693,0.0
0.0,3520000.0,0.0,0.0,552,True,0,0,0,1,88,0,6,0.0,0.0,0.0
15819.0,26797.0,43105.0,0.0,1562,False,0,1,0,1,84,0,8,0.1111111111111111,0.0,0.0
833.0,898.0,4237.0,1.0,2536,False,1,2,0,3,78,0,8,0.2,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,1728,True,1,2,0,1,56,0,4,0.3333333333333333,0.2,0.0
304.0,737.0,9305.0,1.0,2756,False,1,0,1,1,69,0,6,0.0,0.14285714285714285,0.14285714285714285
0.0,21300.0,6.0,0.0,2319,True,0,4,0,1,52,0,3,0.5714285714285714,0.0,0.0
0.0,0.0,0.0,0.0,2822,True,1,0,1,1,105,0,12,0.0,0.07692307692307693,0.07692307692307693
0.0,0.0,0.0,0.0,876,True,1,2,0,1,67,0,8,0.2,0.1111111111111111,0.0
0.0,0.0,20.0,0.0,2288,True,0,1,5,2,70,0,5,0.16666666666666666,0.0,0.5
0.0,27900.0,0.0,0.0,372,True,0,1,1,1,94,0,9,0.1,0.0,0.1
5067.0,12000.0,1748.0,0.0,1658,False,0,2,0,1,62,0,8,0.2,0.0,0.0
13023.0,22882.0,2876.0,0.0,2802,False,1,0,0,1,65,0,6,0.0,0.14285714285714285,0.0
0.0,0.0,0.0,0.0,982,True,1,0,0,1,9,0,1,0.0,0.5,0.0
8205.0,13647.0,13754.0,0.0,1313,False,0,1,0,1,130,0,14,0.06666666666666667,0.0,0.0
1328.0,1552.0,4885.0,1.0,2890,False,1,5,0,3,72,0,8,0.38461538461538464,0.1111111111111111,0.0
0.0,0.0,0.0,0.0,909,True,0,0,0,1,91,0,12,0.0,0.0,0.0
17265.0,26011.0,36160.0,0.0,1472,False,0,1,0,2,85,0,10,0.09090909090909091,0.0,0.0
0.0,0.0,2.0,0.0,346,True,1,1,0,1,72,0,6,0.14285714285714285,0.14285714285714285,0.0
1997.0,186.0,600.0,0.0,2776,False,1,1,0,1,111,0,12,0.07692307692307693,0.07692307692307693,0.0
0.0,0.0,0.0,0.0,1183,True,0,0,0,1,56,0,8,0.0,0.0,0.0
1950.0,1068.0,365.0,0.0,241,False,2,1,0,1,56,0,6,0.14285714285714285,0.25,0.0
0.0,7020000.0,0.0,0.0,1789,True,0,0,0,1,53,0,3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,665,True,1,0,0,3,113,0,12,0.0,0.07692307692307693,0.0
7232.0,7162.0,1888.0,0.0,1836,False,2,0,0,1,64,0,4,0.0,0.3333333333333333,0.0
9157.0,34003.0,9842.0,0.0,2258,False,0,0,2,2,83,0,10,0.0,0.0,0.16666666666666666
4372.0,3395.0,14352.0,0.0,2639,False,2,0,0,1,51,0,7,0.0,0.2222222222222222,0.0
77.0,53.0,268.0,0.0,1586,False,1,0,0,1,18,0,3,0.0,0.25,0.0
15506.0,61225.0,50689.0,0.0,2331,False,1,0,0,1,71,0,10,0.0,0.09090909090909091,0.0
0.0,2310000.0,0.0,0.0,1116,True,0,1,0,3,109,0,10,0.09090909090909091,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,1,0,1,1,48,0,5,0.0,0.16666666666666666,0.16666666666666666
889.0,555.0,3189.0,1.0,1664,False,1,0,0,1,61,0,6,0.0,0.14285714285714285,0.0
683.0,1066.0,1030.0,0.0,675,False,0,1,0,1,54,0,8,0.1111111111111111,0.0,0.0
0.0,0.0,0.0,0.0,607,True,0,0,0,1,97,0,10,0.0,0.0,0.0
67100.0,225000.0,0.0,0.0,1914,True,0,0,0,1,66,0,7,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1231,True,0,0,0,1,56,0,5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,50,0,7,0.0,0.0,0.0
0.0,10800.0,0.0,0.0,2892,True,0,0,0,1,111,0,13,0.0,0.0,0.0
0.0,0.0,0.0,0.0,354,True,1,2,1,1,37,0,3,0.4,0.25,0.25
0.0,0.0,32.0,0.0,1739,True,1,0,0,1,75,0,7,0.0,0.125,0.0
38.0,5.0,725.0,0.0,2200,False,1,0,0,2,115,0,12,0.0,0.07692307692307693,0.0
1931.0,2467.0,16656.0,1.0,1650,False,1,1,0,1,84,0,7,0.125,0.125,0.0
9578.0,61125.0,48655.0,0.0,1517,False,2,0,0,1,44,0,6,0.0,0.25,0.0
0.0,0.0,0.0,0.0,2892,True,0,1,0,1,78,0,12,0.07692307692307693,0.0,0.0
0.0,0.0,0.0,0.0,47,True,1,0,0,1,51,0,7,0.0,0.125,0.0
0.0,59200000.0,0.0,0.0,2268,True,0,0,0,2,137,0,12,0.0,0.0,0.0
0.0,103000.0,0.0,0.0,2729,True,0,0,0,1,63,0,4,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,1,2,1,1,49,0,5,0.2857142857142857,0.16666666666666666,0.16666666666666666
0.0,0.0,0.0,0.0,2035,True,2,1,0,1,73,0,0,1.0,1.0,0.0
74.0,153.0,4453.0,1.0,1416,False,0,1,0,1,35,0,5,0.16666666666666666,0.0,0.0
0.0,7.0,487.0,0.0,1588,False,2,1,0,1,63,0,7,0.125,0.2222222222222222,0.0
0.0,0.0,0.0,0.0,1752,True,0,1,4,1,63,0,6,0.14285714285714285,0.0,0.4
0.0,0.0,11.0,0.0,1241,True,1,0,0,2,62,0,6,0.0,0.14285714285714285,0.0
8626.0,12287.0,19176.0,0.0,1863,False,0,1,0,1,43,0,5,0.16666666666666666,0.0,0.0
0.0,0.0,0.0,0.0,2892,True,0,0,0,1,36,0,5,0.0,0.0,0.0
5210.0,8296.0,17819.0,0.0,1045,False,2,0,0,1,90,0,9,0.0,0.18181818181818182,0.0
5878.0,17704.0,6717.0,0.0,253,False,1,1,0,1,52,0,5,0.16666666666666666,0.16666666666666666,0.0
0.0,0.0,0.0,0.0,2557,True,0,0,5,1,12,0,1,0.0,0.0,0.8333333333333334
7276.0,6713.0,1613.0,0.0,225,False,2,1,0,1,57,0,7,0.125,0.2222222222222222,0.0
299.0,705.0,11156.0,1.0,337,False,0,0,28,3,124,0,9,0.0,0.0,0.7567567567567568
0.0,0.0,0.0,0.0,567,True,0,0,0,1,94,0,11,0.0,0.0,0.0
1044.0,1339.0,1799.0,1.0,1731,False,2,0,0,1,88,0,9,0.0,0.18181818181818182,0.0
6495.0,6478.0,14892.0,0.0,2667,False,2,0,0,1,77,0,8,0.0,0.2,0.0
0.0,31700.0,17.0,0.0,179,True,1,0,0,1,95,0,12,0.0,0.07692307692307693,0.0
0.0,0.0,0.0,0.0,1402,True,0,0,0,1,8,0,1,0.0,0.0,0.0
4434.0,16041.0,27483.0,0.0,631,False,1,0,0,1,60,0,8,0.0,0.1111111111111111,0.0
6307.0,17902.0,11764.0,0.0,2482,False,2,0,0,1,70,0,7,0.0,0.2222222222222222,0.0
0.0,0.0,0.0,0.0,1404,True,1,0,0,5,104,0,9,0.0,0.1,0.0
2920.0,6053.0,2939.0,0.0,2431,False,0,1,0,1,48,0,8,0.1111111111111111,0.0,0.0
0.0,10000.0,0.0,0.0,2892,True,0,0,0,2,17,0,2,0.0,0.0,0.0
4956.0,2458.0,973.0,0.0,1816,False,1,0,0,1,59,0,5,0.0,0.16666666666666666,0.0
0.0,0.0,3.0,0.0,1258,True,1,0,0,2,76,0,6,0.0,0.14285714285714285,0.0
2184.0,2398.0,1597.0,1.0,663,False,0,1,0,1,134,0,12,0.07692307692307693,0.0,0.0
0.0,3990000.0,0.0,0.0,1928,True,0,0,0,1,108,0,8,0.0,0.0,0.0
4973.0,17265.0,30236.0,0.0,671,False,0,1,0,1,57,0,9,0.1,0.0,0.0
930.0,1084.0,1894.0,1.0,2437,False,1,0,0,1,94,0,11,0.0,0.08333333333333333,0.0
0.0,0.0,0.0,0.0,2892,True,1,0,0,3,82,0,6,0.0,0.14285714285714285,0.0
0.0,0.0,0.0,0.0,863,True,1,0,1,1,15,0,2,0.0,0.3333333333333333,0.3333333333333333
10579.0,28773.0,46466.0,0.0,2555,False,2,0,0,1,67,0,9,0.0,0.18181818181818182,0.0
0.0,0.0,0.0,1.0,2892,True,0,0,0,1,8,0,1,0.0,0.0,0.0
7842.0,12888.0,12616.0,0.0,80,False,0,1,0,1,72,0,9,0.1,0.0,0.0
